codigo,anio,mes,demanda_total,n_ots,precio_unitario_promedio,km_promedio,marca,stock_actual,stock_minimo,stock_maximo,fecha
01001-01026,2024,12,2.0,1,75.0,90928.0,PRESTONE ROJO 50/50 1 GL.,6.0,0.0,0.0,2024-12-01
01001-01026,2025,4,1.0,1,91.12,114005.0,PRESTONE ROJO 50/50 1 GL.,6.0,0.0,0.0,2025-04-01
01001-01026,2025,7,1.0,1,110.18,89454.0,PRESTONE ROJO 50/50 1 GL.,6.0,0.0,0.0,2025-07-01
01001-01026,2025,8,5.0,3,110.18,83472.0,PRESTONE ROJO 50/50 1 GL.,6.0,0.0,0.0,2025-08-01
01001-01027,2024,8,3.0,1,85.0,138480.0,SIN MARCA,9.0,0.0,0.0,2024-08-01
01001-01028,2024,8,5.0,1,50.17,91485.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-01029,2024,8,3.0,1,44.06,129469.0,PLUSPART ROSADO 1.5 LIT,6.0,0.0,0.0,2024-08-01
01001-01029,2025,6,6.0,2,47.03,99333.0,PLUSPART ROSADO 1.5 LIT,6.0,0.0,0.0,2025-06-01
01001-01029,2025,11,1.0,1,50.0,225000.0,PLUSPART ROSADO 1.5 LIT,6.0,0.0,0.0,2025-11-01
01001-01031,2025,4,2.0,1,56.24,82148.0,PRESTONE,6.0,0.0,0.0,2025-04-01
01001-01032,2024,10,10.0,2,35.0,98129.0,HONDA,0.0,0.0,0.0,2024-10-01
01001-01032,2024,11,15.0,3,39.666666666666664,80284.33333333333,HONDA,0.0,0.0,0.0,2024-11-01
01001-01032,2024,12,37.0,8,40.5625,91010.375,HONDA,0.0,0.0,0.0,2024-12-01
01001-01032,2025,1,30.0,6,45.75,71910.16666666667,HONDA,0.0,0.0,0.0,2025-01-01
01001-01032,2025,2,51.0,10,46.166,87370.4,HONDA,0.0,0.0,0.0,2025-02-01
01001-01032,2025,3,43.0,8,43.75,122473.0,HONDA,0.0,0.0,0.0,2025-03-01
01001-01032,2025,4,44.0,8,45.0,61376.75,HONDA,0.0,0.0,0.0,2025-04-01
01001-01032,2025,5,52.5,10,45.0,82021.9,HONDA,0.0,0.0,0.0,2025-05-01
01001-01032,2025,6,54.0,10,45.0,92393.5,HONDA,0.0,0.0,0.0,2025-06-01
01001-01032,2025,7,56.0,11,45.0,94227.81818181818,HONDA,0.0,0.0,0.0,2025-07-01
01001-01032,2025,8,33.5,6,46.94333333333333,70961.5,HONDA,0.0,0.0,0.0,2025-08-01
01001-01032,2025,9,21.5,5,43.0,112437.6,HONDA,0.0,0.0,0.0,2025-09-01
01001-01032,2025,10,15.0,3,45.0,116185.66666666667,HONDA,0.0,0.0,0.0,2025-10-01
01001-01032,2025,12,1.0,1,45.0,124027.0,HONDA,0.0,0.0,0.0,2025-12-01
01001-01032,2026,2,44.0,8,45.0,74703.5,HONDA,0.0,0.0,0.0,2026-02-01
01001-01032,2026,3,15.0,3,45.0,55836.333333333336,HONDA,0.0,0.0,0.0,2026-03-01
01001-01032,2026,4,23.0,4,45.0,78738.5,HONDA,0.0,0.0,0.0,2026-04-01
01001-01032,2026,5,5.0,1,45.0,27066.0,HONDA,0.0,0.0,0.0,2026-05-01
01001-01033,2024,11,58.0,12,26.833333333333332,69126.0,CAMPANA HONDA,0.0,0.0,0.0,2024-11-01
01001-01033,2024,12,32.0,6,26.666666666666668,89036.0,CAMPANA HONDA,0.0,0.0,0.0,2024-12-01
01001-01033,2025,1,12.0,3,25.0,109015.66666666667,CAMPANA HONDA,0.0,0.0,0.0,2025-01-01
01001-01033,2025,11,4.0,1,35.0,33553.0,CAMPANA HONDA,0.0,0.0,0.0,2025-11-01
01001-01034,2025,3,12.0,2,101.2,82025.0,MITSUBISHI,0.0,0.0,0.0,2025-03-01
01001-01035,2025,1,4.0,1,160.0,118423.0,HONDA HCF-2,0.0,0.0,0.0,2025-01-01
01001-01035,2025,4,4.0,1,160.0,78162.0,HONDA HCF-2,0.0,0.0,0.0,2025-04-01
01001-01035,2025,6,4.0,1,160.0,70970.0,HONDA HCF-2,0.0,0.0,0.0,2025-06-01
01001-01035,2025,8,4.0,1,160.0,82324.0,HONDA HCF-2,0.0,0.0,0.0,2025-08-01
01001-01035,2025,12,12.0,3,160.0,72498.33333333333,HONDA HCF-2,0.0,0.0,0.0,2025-12-01
01001-01035,2026,1,8.0,1,145.0,61227.0,HONDA HCF-2,0.0,0.0,0.0,2026-01-01
01001-01035,2026,2,4.0,1,160.0,83700.0,HONDA HCF-2,0.0,0.0,0.0,2026-02-01
01001-01035,2026,4,14.0,2,130.0,80558.0,HONDA HCF-2,0.0,0.0,0.0,2026-04-01
01001-01035,2026,5,4.0,1,160.0,77123.0,HONDA HCF-2,0.0,0.0,0.0,2026-05-01
01001-01036,2025,3,6.0,1,131.0,82086.0,VOLVO XC90 2019,0.0,0.0,0.0,2025-03-01
01001-01036,2025,6,6.0,1,106.7,99423.0,VOLVO XC90 2019,0.0,0.0,0.0,2025-06-01
01001-01036,2026,2,8.0,1,95.0,52938.0,VOLVO XC90 2019,0.0,0.0,0.0,2026-02-01
01001-01036,2026,3,6.0,1,106.7,108785.0,VOLVO XC90 2019,0.0,0.0,0.0,2026-03-01
01001-01037,2025,4,17.0,3,45.0,106010.33333333333,PLUSPART,1.0,0.0,0.0,2025-04-01
01001-01037,2025,5,6.0,1,45.0,78835.0,PLUSPART,1.0,0.0,0.0,2025-05-01
01001-01037,2025,6,7.0,1,45.0,113861.0,PLUSPART,1.0,0.0,0.0,2025-06-01
01001-01037,2025,8,11.0,3,130.89000000000001,73998.0,PLUSPART,1.0,0.0,0.0,2025-08-01
01001-01037,2025,9,26.5,5,45.0,68662.4,PLUSPART,1.0,0.0,0.0,2025-09-01
01001-01037,2025,10,26.0,6,45.0,104194.33333333333,PLUSPART,1.0,0.0,0.0,2025-10-01
01001-01037,2025,11,68.0,13,45.0,87316.30769230769,PLUSPART,1.0,0.0,0.0,2025-11-01
01001-01037,2025,12,59.0,12,45.0,64430.0,PLUSPART,1.0,0.0,0.0,2025-12-01
01001-01037,2026,1,77.0,16,45.0,83754.75,PLUSPART,1.0,0.0,0.0,2026-01-01
01001-01037,2026,2,49.0,10,45.0,103205.7,PLUSPART,1.0,0.0,0.0,2026-02-01
01001-01037,2026,3,16.0,4,45.0,104956.0,PLUSPART,1.0,0.0,0.0,2026-03-01
01001-01037,2026,4,69.0,14,43.57142857142857,92266.92857142857,PLUSPART,1.0,0.0,0.0,2026-04-01
01001-01037,2026,5,75.0,16,43.9125,102218.625,PLUSPART,1.0,0.0,0.0,2026-05-01
01001-01038,2025,9,1.0,1,200.0,134340.0,PLUSPART 1.5 LT.,0.0,0.0,0.0,2025-09-01
01001-01038,2026,5,2.0,1,49.2,89113.0,PLUSPART 1.5 LT.,0.0,0.0,0.0,2026-05-01
01001-01039,2025,11,1.25,1,68.0,122362.0,PLUSPART 4LIT. VERDE 50/50,0.0,0.0,0.0,2025-11-01
01001-01039,2025,12,2.0,1,68.0,179730.0,PLUSPART 4LIT. VERDE 50/50,0.0,0.0,0.0,2025-12-01
01001-01039,2026,1,1.0,1,68.0,47643.0,PLUSPART 4LIT. VERDE 50/50,0.0,0.0,0.0,2026-01-01
01001-01039,2026,4,2.0,2,68.0,80558.0,PLUSPART 4LIT. VERDE 50/50,0.0,0.0,0.0,2026-04-01
01001-01039,2026,5,1.5,1,68.0,99794.0,PLUSPART 4LIT. VERDE 50/50,0.0,0.0,0.0,2026-05-01
01001-01501,2024,2,1.0,1,140.0,132586.0,SIN MARCA,5.0,0.0,0.0,2024-02-01
01001-01501,2024,3,3.0,3,140.0,56006.0,SIN MARCA,5.0,0.0,0.0,2024-03-01
01001-01501,2024,4,4.0,4,140.0,87396.0,SIN MARCA,5.0,0.0,0.0,2024-04-01
01001-01501,2024,5,2.0,2,120.0,68350.0,SIN MARCA,5.0,0.0,0.0,2024-05-01
01001-01501,2024,7,4.0,4,98.6,59353.25,SIN MARCA,5.0,0.0,0.0,2024-07-01
01001-01501,2024,9,3.0,3,108.24666666666667,73179.66666666667,SIN MARCA,5.0,0.0,0.0,2024-09-01
01001-01501,2024,11,2.0,2,120.0,66666.5,SIN MARCA,5.0,0.0,0.0,2024-11-01
01001-01501,2025,1,2.0,2,120.0,99675.0,SIN MARCA,5.0,0.0,0.0,2025-01-01
01001-01501,2025,2,4.0,4,120.0,74940.25,SIN MARCA,5.0,0.0,0.0,2025-02-01
01001-01501,2025,4,10.0,10,120.0,82810.0,SIN MARCA,5.0,0.0,0.0,2025-04-01
01001-01501,2025,5,11.0,11,120.0,70264.90909090909,SIN MARCA,5.0,0.0,0.0,2025-05-01
01001-01501,2025,6,7.0,7,120.0,76031.0,SIN MARCA,5.0,0.0,0.0,2025-06-01
01001-01501,2025,7,7.0,7,120.0,104542.85714285714,SIN MARCA,5.0,0.0,0.0,2025-07-01
01001-01501,2025,8,6.0,6,120.0,36527.0,SIN MARCA,5.0,0.0,0.0,2025-08-01
01001-01501,2025,9,6.0,6,120.0,92140.5,SIN MARCA,5.0,0.0,0.0,2025-09-01
01001-01501,2025,10,1.0,1,120.0,59857.0,SIN MARCA,5.0,0.0,0.0,2025-10-01
01001-01501,2025,11,6.0,6,120.0,61551.666666666664,SIN MARCA,5.0,0.0,0.0,2025-11-01
01001-01501,2025,12,1.0,1,120.0,27085.0,SIN MARCA,5.0,0.0,0.0,2025-12-01
01001-01501,2026,1,2.0,2,120.0,110967.0,SIN MARCA,5.0,0.0,0.0,2026-01-01
01001-01501,2026,2,11.0,11,120.0,104459.0,SIN MARCA,5.0,0.0,0.0,2026-02-01
01001-01501,2026,3,7.0,7,120.0,53730.142857142855,SIN MARCA,5.0,0.0,0.0,2026-03-01
01001-01501,2026,4,8.0,8,120.0,61853.875,SIN MARCA,5.0,0.0,0.0,2026-04-01
01001-01502,2024,3,1.0,1,25.0,66656.0,SIN MARCA,1.0,0.0,0.0,2024-03-01
01001-01502,2024,4,1.0,1,25.0,59832.0,SIN MARCA,1.0,0.0,0.0,2024-04-01
01001-01502,2024,5,0.5,1,25.0,157326.0,SIN MARCA,1.0,0.0,0.0,2024-05-01
01001-01502,2024,7,1.0,1,25.0,204581.0,SIN MARCA,1.0,0.0,0.0,2024-07-01
01001-01502,2024,8,2.0,2,25.0,102291.5,SIN MARCA,1.0,0.0,0.0,2024-08-01
01001-01502,2024,9,4.0,2,25.0,64876.5,SIN MARCA,1.0,0.0,0.0,2024-09-01
01001-01502,2024,10,1.0,1,25.0,106221.0,SIN MARCA,1.0,0.0,0.0,2024-10-01
01001-01502,2024,11,4.0,4,25.0,95602.25,SIN MARCA,1.0,0.0,0.0,2024-11-01
01001-01502,2025,3,2.0,1,25.0,117533.0,SIN MARCA,1.0,0.0,0.0,2025-03-01
01001-01502,2025,4,3.0,3,25.0,120455.33333333333,SIN MARCA,1.0,0.0,0.0,2025-04-01
01001-01502,2025,5,1.0,1,25.0,121212.0,SIN MARCA,1.0,0.0,0.0,2025-05-01
01001-01502,2025,7,8.0,4,25.0,154069.75,SIN MARCA,1.0,0.0,0.0,2025-07-01
01001-01502,2025,8,4.0,2,25.0,65217.5,SIN MARCA,1.0,0.0,0.0,2025-08-01
01001-01502,2025,9,4.0,2,25.0,219958.0,SIN MARCA,1.0,0.0,0.0,2025-09-01
01001-01502,2025,11,1.0,1,25.0,98803.0,SIN MARCA,1.0,0.0,0.0,2025-11-01
01001-01502,2025,12,1.0,1,25.0,110881.0,SIN MARCA,1.0,0.0,0.0,2025-12-01
01001-01502,2026,1,1.0,1,25.0,109330.0,SIN MARCA,1.0,0.0,0.0,2026-01-01
01001-01502,2026,3,2.0,1,25.0,186736.0,SIN MARCA,1.0,0.0,0.0,2026-03-01
01001-01502,2026,5,4.0,3,28.46666666666667,162086.33333333334,SIN MARCA,1.0,0.0,0.0,2026-05-01
01001-01504,2024,3,1.0,1,98.47,120668.0,SIN MARCA,10.0,0.0,0.0,2024-03-01
01001-01504,2024,6,1.0,1,98.47,1.0,SIN MARCA,10.0,0.0,0.0,2024-06-01
01001-01504,2024,10,1.0,1,98.47,119788.0,SIN MARCA,10.0,0.0,0.0,2024-10-01
01001-01504,2025,2,1.0,1,119.36,87300.0,SIN MARCA,10.0,0.0,0.0,2025-02-01
01001-01504,2025,5,1.0,1,119.36,125433.0,SIN MARCA,10.0,0.0,0.0,2025-05-01
01001-01504,2025,9,1.0,1,119.36,51045.0,SIN MARCA,10.0,0.0,0.0,2025-09-01
01001-01504,2025,11,2.0,2,119.37,113528.0,SIN MARCA,10.0,0.0,0.0,2025-11-01
01001-01504,2026,1,4.0,4,150.0,78073.75,SIN MARCA,10.0,0.0,0.0,2026-01-01
01001-01505,2024,4,1.0,1,280.0,133136.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-01505,2025,5,1.0,1,280.0,95283.0,SIN MARCA,0.0,0.0,0.0,2025-05-01
01001-01506,2024,5,6.0,2,71.26,30310.5,SIN MARCA,5.0,0.0,0.0,2024-05-01
01001-01506,2024,6,4.0,1,71.26,58338.0,SIN MARCA,5.0,0.0,0.0,2024-06-01
01001-01506,2024,8,3.0,1,71.26,41085.0,SIN MARCA,5.0,0.0,0.0,2024-08-01
01001-01506,2025,7,3.0,1,71.26,126816.0,SIN MARCA,5.0,0.0,0.0,2025-07-01
01001-01506,2026,4,4.0,1,71.26,68241.0,SIN MARCA,5.0,0.0,0.0,2026-04-01
01001-01507,2024,5,2.0,2,45.0,105305.0,SIN MARCA,12.0,0.0,0.0,2024-05-01
01001-01507,2024,6,9.0,1,45.0,105305.0,SIN MARCA,12.0,0.0,0.0,2024-06-01
01001-01507,2024,7,3.0,3,45.0,70966.0,SIN MARCA,12.0,0.0,0.0,2024-07-01
01001-01508,2024,8,1.0,1,33.05,91485.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-01508,2025,6,1.0,1,64.35,97417.0,SIN MARCA,0.0,0.0,0.0,2025-06-01
01001-01509,2025,7,3.0,1,80.5,126816.0,SIN MARCA,6.0,0.0,0.0,2025-07-01
01001-01509,2026,4,2.0,1,80.5,68241.0,SIN MARCA,6.0,0.0,0.0,2026-04-01
01001-01510,2025,5,1.0,1,52.0,108148.0,GAT 300ML.,0.0,0.0,0.0,2025-05-01
01001-01510,2025,7,2.0,1,76.7,161812.0,GAT 300ML.,0.0,0.0,0.0,2025-07-01
01001-01510,2025,11,1.0,1,65.0,98803.0,GAT 300ML.,0.0,0.0,0.0,2025-11-01
01001-02001,2024,8,1.0,1,820.0,17960.0,QUICKSTART    L-3,0.0,0.0,0.0,2024-08-01
01001-02001,2025,3,1.0,1,792.0,43760.0,QUICKSTART    L-3,0.0,0.0,0.0,2025-03-01
01001-02001,2025,4,1.0,1,744.0,63383.0,QUICKSTART    L-3,0.0,0.0,0.0,2025-04-01
01001-02002,2024,6,1.0,1,779.66,68743.0,QUICKSTART,0.0,0.0,0.0,2024-06-01
01001-02002,2024,12,1.0,1,801.7,71377.0,QUICKSTART,0.0,0.0,0.0,2024-12-01
01001-02002,2025,3,3.0,3,843.9,84622.33333333333,QUICKSTART,0.0,0.0,0.0,2025-03-01
01001-02002,2026,3,1.0,1,801.7,23788.0,QUICKSTART,0.0,0.0,0.0,2026-03-01
01001-02003,2024,4,2.0,2,830.51,127386.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-02003,2026,4,1.0,1,942.0,77817.0,SIN MARCA,0.0,0.0,0.0,2026-04-01
01001-02004,2024,7,3.0,3,385.0,60790.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-02004,2024,9,1.0,1,380.0,28344.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-02004,2024,12,3.0,3,382.0,102193.66666666667,SIN MARCA,0.0,0.0,0.0,2024-12-01
01001-02004,2025,1,3.0,3,346.0,117734.0,SIN MARCA,0.0,0.0,0.0,2025-01-01
01001-02004,2025,3,1.0,1,380.0,149288.0,SIN MARCA,0.0,0.0,0.0,2025-03-01
01001-02004,2025,4,2.0,2,330.35,68595.5,SIN MARCA,0.0,0.0,0.0,2025-04-01
01001-02004,2025,5,1.0,1,330.35,10885.0,SIN MARCA,0.0,0.0,0.0,2025-05-01
01001-02004,2025,6,3.0,3,333.56666666666666,81728.0,SIN MARCA,0.0,0.0,0.0,2025-06-01
01001-02004,2025,7,1.0,1,355.93,27648.0,SIN MARCA,0.0,0.0,0.0,2025-07-01
01001-02004,2025,9,2.0,2,341.175,46904.5,SIN MARCA,0.0,0.0,0.0,2025-09-01
01001-02004,2025,10,2.0,2,380.0,70831.0,SIN MARCA,0.0,0.0,0.0,2025-10-01
01001-02004,2026,5,2.0,2,330.35,65297.0,SIN MARCA,0.0,0.0,0.0,2026-05-01
01001-02005,2024,7,1.0,1,364.41,53450.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-02005,2024,8,2.0,2,436.0,62463.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-02005,2024,12,2.0,2,406.79,6095.0,SIN MARCA,0.0,0.0,0.0,2024-12-01
01001-02005,2025,2,1.0,1,428.29,68221.0,SIN MARCA,0.0,0.0,0.0,2025-02-01
01001-02005,2025,3,1.0,1,428.29,134943.0,SIN MARCA,0.0,0.0,0.0,2025-03-01
01001-02005,2025,8,1.0,1,428.29,42929.0,SIN MARCA,0.0,0.0,0.0,2025-08-01
01001-02005,2025,10,1.0,1,428.29,78215.0,SIN MARCA,0.0,0.0,0.0,2025-10-01
01001-02005,2025,11,1.0,1,428.29,81167.0,SIN MARCA,0.0,0.0,0.0,2025-11-01
01001-02006,2025,2,1.0,1,504.24,68221.0,SIN MARCA,0.0,0.0,0.0,2025-02-01
01001-02006,2025,3,2.0,2,504.24,134943.0,SIN MARCA,0.0,0.0,0.0,2025-03-01
01001-02007,2024,3,1.0,1,15.0,66656.0,SIN MARCA,9.0,0.0,0.0,2024-03-01
01001-02007,2024,10,1.0,1,15.0,76470.0,SIN MARCA,9.0,0.0,0.0,2024-10-01
01001-02007,2025,2,2.0,2,15.0,49545.0,SIN MARCA,9.0,0.0,0.0,2025-02-01
01001-02007,2025,4,1.0,1,15.0,149023.0,SIN MARCA,9.0,0.0,0.0,2025-04-01
01001-02007,2025,5,2.0,1,15.0,145837.0,SIN MARCA,9.0,0.0,0.0,2025-05-01
01001-02007,2025,6,1.0,1,15.0,152349.0,SIN MARCA,9.0,0.0,0.0,2025-06-01
01001-02007,2025,7,1.0,1,15.0,99857.0,SIN MARCA,9.0,0.0,0.0,2025-07-01
01001-02007,2025,9,1.0,1,15.0,175712.0,SIN MARCA,9.0,0.0,0.0,2025-09-01
01001-02007,2026,2,4.0,2,15.0,130464.0,SIN MARCA,9.0,0.0,0.0,2026-02-01
01001-02007,2026,3,1.0,1,15.0,46464.0,SIN MARCA,9.0,0.0,0.0,2026-03-01
01001-02008,2024,2,2.0,2,5.0,135235.0,OSRAM 2825,34.0,0.0,0.0,2024-02-01
01001-02008,2024,3,1.0,1,5.0,78032.0,OSRAM 2825,34.0,0.0,0.0,2024-03-01
01001-02008,2024,4,1.0,1,5.0,89599.0,OSRAM 2825,34.0,0.0,0.0,2024-04-01
01001-02008,2024,6,2.0,2,16.5,98371.5,OSRAM 2825,34.0,0.0,0.0,2024-06-01
01001-02008,2024,7,8.0,4,8.47,174505.5,OSRAM 2825,34.0,0.0,0.0,2024-07-01
01001-02008,2024,8,8.0,4,8.47,96119.75,OSRAM 2825,34.0,0.0,0.0,2024-08-01
01001-02008,2024,9,5.0,4,8.47,116000.0,OSRAM 2825,34.0,0.0,0.0,2024-09-01
01001-02008,2024,10,1.0,1,8.47,76470.0,OSRAM 2825,34.0,0.0,0.0,2024-10-01
01001-02008,2024,11,3.0,1,8.47,90246.0,OSRAM 2825,34.0,0.0,0.0,2024-11-01
01001-02008,2024,12,14.0,7,4.21,134584.0,OSRAM 2825,34.0,0.0,0.0,2024-12-01
01001-02008,2025,1,2.0,1,3.5,145434.0,OSRAM 2825,34.0,0.0,0.0,2025-01-01
01001-02008,2025,3,1.0,1,3.5,110261.0,OSRAM 2825,34.0,0.0,0.0,2025-03-01
01001-02008,2025,4,6.0,4,3.5,89227.25,OSRAM 2825,34.0,0.0,0.0,2025-04-01
01001-02008,2025,5,11.0,5,3.5,132168.6,OSRAM 2825,34.0,0.0,0.0,2025-05-01
01001-02008,2025,6,10.0,3,3.92,132151.0,OSRAM 2825,34.0,0.0,0.0,2025-06-01
01001-02008,2025,7,2.0,2,3.5,99857.0,OSRAM 2825,34.0,0.0,0.0,2025-07-01
01001-02008,2025,8,2.0,1,3.5,91253.0,OSRAM 2825,34.0,0.0,0.0,2025-08-01
01001-02008,2025,9,2.0,2,3.5,147475.0,OSRAM 2825,34.0,0.0,0.0,2025-09-01
01001-02008,2025,10,2.0,1,3.5,78215.0,OSRAM 2825,34.0,0.0,0.0,2025-10-01
01001-02008,2026,1,1.0,1,3.5,169879.0,OSRAM 2825,34.0,0.0,0.0,2026-01-01
01001-02008,2026,2,2.0,2,3.5,73938.5,OSRAM 2825,34.0,0.0,0.0,2026-02-01
01001-02008,2026,3,3.0,2,3.5,71236.0,OSRAM 2825,34.0,0.0,0.0,2026-03-01
01001-02008,2026,4,3.0,2,4.24,162804.0,OSRAM 2825,34.0,0.0,0.0,2026-04-01
01001-02008,2026,5,7.0,4,4.24,61999.75,OSRAM 2825,34.0,0.0,0.0,2026-05-01
01001-02009,2024,2,1.0,1,15.0,143335.0,WURTH 12V 21W,1.0,0.0,0.0,2024-02-01
01001-02009,2024,8,2.0,1,15.0,157326.0,WURTH 12V 21W,1.0,0.0,0.0,2024-08-01
01001-02009,2024,9,1.0,1,15.0,164673.0,WURTH 12V 21W,1.0,0.0,0.0,2024-09-01
01001-02009,2024,12,2.0,1,10.0,127617.0,WURTH 12V 21W,1.0,0.0,0.0,2024-12-01
01001-02009,2025,8,1.0,1,10.0,91253.0,WURTH 12V 21W,1.0,0.0,0.0,2025-08-01
01001-02009,2025,12,1.0,1,10.0,124027.0,WURTH 12V 21W,1.0,0.0,0.0,2025-12-01
01001-02010,2024,2,3.0,2,20.0,99039.5,SIN MARCA,9.0,0.0,0.0,2024-02-01
01001-02010,2024,3,4.0,2,20.0,115988.0,SIN MARCA,9.0,0.0,0.0,2024-03-01
01001-02010,2024,4,2.0,2,35.0,47368.0,SIN MARCA,9.0,0.0,0.0,2024-04-01
01001-02010,2024,6,1.0,1,20.0,112517.0,SIN MARCA,9.0,0.0,0.0,2024-06-01
01001-02010,2024,8,4.0,2,20.0,157326.0,SIN MARCA,9.0,0.0,0.0,2024-08-01
01001-02010,2024,12,1.0,1,20.0,147196.0,SIN MARCA,9.0,0.0,0.0,2024-12-01
01001-02010,2025,2,1.0,1,20.0,81912.0,SIN MARCA,9.0,0.0,0.0,2025-02-01
01001-02010,2025,3,1.0,1,20.0,241176.0,SIN MARCA,9.0,0.0,0.0,2025-03-01
01001-02010,2025,4,2.0,2,20.0,85899.0,SIN MARCA,9.0,0.0,0.0,2025-04-01
01001-02010,2025,5,1.0,1,20.0,40670.0,SIN MARCA,9.0,0.0,0.0,2025-05-01
01001-02010,2025,6,1.0,1,20.0,116651.0,SIN MARCA,9.0,0.0,0.0,2025-06-01
01001-02010,2025,7,1.0,1,23.6,161812.0,SIN MARCA,9.0,0.0,0.0,2025-07-01
01001-02010,2025,8,2.0,2,20.0,92079.0,SIN MARCA,9.0,0.0,0.0,2025-08-01
01001-02010,2025,10,1.0,1,20.0,106303.0,SIN MARCA,9.0,0.0,0.0,2025-10-01
01001-02010,2025,12,1.0,1,20.0,95649.0,SIN MARCA,9.0,0.0,0.0,2025-12-01
01001-02010,2026,1,1.0,1,20.0,48153.0,SIN MARCA,9.0,0.0,0.0,2026-01-01
01001-02010,2026,5,2.0,2,20.0,77123.0,SIN MARCA,9.0,0.0,0.0,2026-05-01
01001-02011,2024,2,1.0,1,500.0,61170.0,SIN MARCA,0.0,0.0,0.0,2024-02-01
01001-02011,2025,1,1.0,1,458.0,80315.0,SIN MARCA,0.0,0.0,0.0,2025-01-01
01001-02011,2025,2,1.0,1,539.4,81912.0,SIN MARCA,0.0,0.0,0.0,2025-02-01
01001-02012,2024,3,1.0,1,10.0,37206.0,SIN MARCA,15.0,0.0,0.0,2024-03-01
01001-02012,2024,9,4.0,3,10.0,137703.0,SIN MARCA,15.0,0.0,0.0,2024-09-01
01001-02012,2024,12,2.0,2,10.0,164156.0,SIN MARCA,15.0,0.0,0.0,2024-12-01
01001-02012,2025,2,1.0,1,10.0,81912.0,SIN MARCA,15.0,0.0,0.0,2025-02-01
01001-02012,2025,5,1.0,1,10.0,125433.0,SIN MARCA,15.0,0.0,0.0,2025-05-01
01001-02012,2025,12,1.0,1,10.0,95649.0,SIN MARCA,15.0,0.0,0.0,2025-12-01
01001-02012,2026,5,1.0,1,10.0,134731.0,SIN MARCA,15.0,0.0,0.0,2026-05-01
01001-02013,2024,3,1.0,1,391.55,104939.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-02013,2025,5,1.0,1,391.55,145837.0,SIN MARCA,0.0,0.0,0.0,2025-05-01
01001-02014,2024,10,2.0,1,23.6,68392.0,SIN MARCA,10.0,0.0,0.0,2024-10-01
01001-02015,2024,3,2.0,2,510.0,10942.0,BOSCH (CR-V),0.0,0.0,0.0,2024-03-01
01001-02015,2024,7,1.0,1,480.0,311324.0,BOSCH (CR-V),0.0,0.0,0.0,2024-07-01
01001-02015,2024,8,3.0,3,526.6666666666666,77881.0,BOSCH (CR-V),0.0,0.0,0.0,2024-08-01
01001-02015,2024,12,3.0,3,457.62999999999994,116432.0,BOSCH (CR-V),0.0,0.0,0.0,2024-12-01
01001-02015,2025,1,2.0,2,457.63,78660.0,BOSCH (CR-V),0.0,0.0,0.0,2025-01-01
01001-02015,2025,2,2.0,2,457.63,38401.0,BOSCH (CR-V),0.0,0.0,0.0,2025-02-01
01001-02015,2025,3,1.0,1,457.63,1.0,BOSCH (CR-V),0.0,0.0,0.0,2025-03-01
01001-02015,2025,6,1.0,1,457.63,70970.0,BOSCH (CR-V),0.0,0.0,0.0,2025-06-01
01001-02015,2025,11,1.0,1,457.63,86875.0,BOSCH (CR-V),0.0,0.0,0.0,2025-11-01
01001-02015,2026,2,1.0,1,457.63,14981.0,BOSCH (CR-V),0.0,0.0,0.0,2026-02-01
01001-02015,2026,3,1.0,1,322.03,106742.0,BOSCH (CR-V),0.0,0.0,0.0,2026-03-01
01001-02015,2026,5,2.0,2,360.0,94982.0,BOSCH (CR-V),0.0,0.0,0.0,2026-05-01
01001-02016,2024,3,2.0,2,296.09,66700.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-02017,2024,3,1.0,1,21.19,78591.0,SIN MARCA,1.0,0.0,0.0,2024-03-01
01001-02018,2024,4,1.0,1,1152.54,51516.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-02018,2025,4,1.0,1,1145.0,63383.0,SIN MARCA,0.0,0.0,0.0,2025-04-01
01001-02019,2024,4,1.0,1,595.12,48240.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-02019,2024,11,2.0,2,483.06,105141.5,SIN MARCA,0.0,0.0,0.0,2024-11-01
01001-02020,2026,3,2.0,1,8.5,61881.0,SIN MARCA,2.0,0.0,0.0,2026-03-01
01001-02021,2024,7,1.0,1,15.0,66491.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-02022,2024,9,1.0,1,16.0,51097.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-02022,2025,4,1.0,1,10.18,85239.0,SIN MARCA,0.0,0.0,0.0,2025-04-01
01001-02022,2025,9,1.0,1,10.18,55007.0,SIN MARCA,0.0,0.0,0.0,2025-09-01
