codigo,anio,mes,demanda_total,n_ots,precio_unitario_promedio,km_promedio,marca,stock_actual,stock_minimo,stock_maximo,fecha
01001-02022,2026,1,1.0,1,10.18,14936.0,SIN MARCA,0.0,0.0,0.0,2026-01-01
01001-02022,2026,2,2.0,1,10.18,134931.0,SIN MARCA,0.0,0.0,0.0,2026-02-01
01001-02051,2024,3,1.0,1,20.0,169782.0,OSRAM,11.0,0.0,0.0,2024-03-01
01001-02051,2024,4,4.0,2,20.0,63197.0,OSRAM,11.0,0.0,0.0,2024-04-01
01001-02051,2024,8,1.0,1,20.0,122441.0,OSRAM,11.0,0.0,0.0,2024-08-01
01001-02051,2024,9,1.0,1,20.0,98551.0,OSRAM,11.0,0.0,0.0,2024-09-01
01001-02051,2024,10,2.0,2,20.0,135592.0,OSRAM,11.0,0.0,0.0,2024-10-01
01001-02051,2024,11,5.0,2,15.0,168452.0,OSRAM,11.0,0.0,0.0,2024-11-01
01001-02051,2024,12,2.0,2,10.0,164156.0,OSRAM,11.0,0.0,0.0,2024-12-01
01001-02051,2025,1,3.0,2,10.0,124659.0,OSRAM,11.0,0.0,0.0,2025-01-01
01001-02051,2025,2,4.0,2,10.0,76751.5,OSRAM,11.0,0.0,0.0,2025-02-01
01001-02051,2025,4,2.0,2,20.0,149023.0,OSRAM,11.0,0.0,0.0,2025-04-01
01001-02051,2025,6,2.0,2,17.0,93571.0,OSRAM,11.0,0.0,0.0,2025-06-01
01001-02051,2025,9,3.0,2,17.0,73020.0,OSRAM,11.0,0.0,0.0,2025-09-01
01001-02051,2025,10,2.0,1,17.0,128384.0,OSRAM,11.0,0.0,0.0,2025-10-01
01001-02051,2026,1,1.0,1,17.0,169879.0,OSRAM,11.0,0.0,0.0,2026-01-01
01001-02051,2026,4,3.0,3,17.0,117364.33333333333,OSRAM,11.0,0.0,0.0,2026-04-01
01001-02052,2024,4,2.0,1,20.97,35600.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-02053,2024,4,1.0,1,20.0,104436.0,SIN MARCA,3.0,0.0,0.0,2024-04-01
01001-02053,2024,6,1.0,1,20.0,107134.0,SIN MARCA,3.0,0.0,0.0,2024-06-01
01001-02053,2024,11,1.0,1,20.0,89145.0,SIN MARCA,3.0,0.0,0.0,2024-11-01
01001-02053,2025,1,1.0,1,20.0,99675.0,SIN MARCA,3.0,0.0,0.0,2025-01-01
01001-02053,2025,2,2.0,1,20.0,105913.0,SIN MARCA,3.0,0.0,0.0,2025-02-01
01001-02053,2025,3,2.0,2,20.0,122242.0,SIN MARCA,3.0,0.0,0.0,2025-03-01
01001-02053,2025,5,1.0,1,20.0,51806.0,SIN MARCA,3.0,0.0,0.0,2025-05-01
01001-02053,2025,8,1.0,1,18.0,100215.0,SIN MARCA,3.0,0.0,0.0,2025-08-01
01001-02053,2025,11,4.0,2,18.0,161901.5,SIN MARCA,3.0,0.0,0.0,2025-11-01
01001-02053,2026,1,1.0,1,18.0,169879.0,SIN MARCA,3.0,0.0,0.0,2026-01-01
01001-02054,2024,4,2.0,2,75.0,60583.0,OSRAM,8.0,0.0,0.0,2024-04-01
01001-02054,2024,11,2.0,2,55.08,106230.5,OSRAM,8.0,0.0,0.0,2024-11-01
01001-02054,2024,12,2.0,2,55.08,62199.5,OSRAM,8.0,0.0,0.0,2024-12-01
01001-02054,2025,1,1.0,1,55.08,80315.0,OSRAM,8.0,0.0,0.0,2025-01-01
01001-02054,2025,7,1.0,1,65.0,98684.0,OSRAM,8.0,0.0,0.0,2025-07-01
01001-02054,2025,10,2.0,1,60.0,108101.0,OSRAM,8.0,0.0,0.0,2025-10-01
01001-02054,2025,12,2.0,2,60.0,174388.0,OSRAM,8.0,0.0,0.0,2025-12-01
01001-02054,2026,2,1.0,1,60.0,83700.0,OSRAM,8.0,0.0,0.0,2026-02-01
01001-02055,2024,5,1.0,1,41.95,65346.0,SIN MARCA,10.0,0.0,0.0,2024-05-01
01001-02055,2024,10,1.0,1,45.0,119788.0,SIN MARCA,10.0,0.0,0.0,2024-10-01
01001-02055,2024,11,2.0,1,42.38,174222.0,SIN MARCA,10.0,0.0,0.0,2024-11-01
01001-02055,2025,5,1.0,1,42.38,178809.0,SIN MARCA,10.0,0.0,0.0,2025-05-01
01001-02055,2025,12,1.0,1,42.38,27085.0,SIN MARCA,10.0,0.0,0.0,2025-12-01
01001-02055,2026,2,2.0,2,42.38,58484.5,SIN MARCA,10.0,0.0,0.0,2026-02-01
01001-02056,2025,3,1.0,1,48.94,182255.0,OSRAM,2.0,0.0,0.0,2025-03-01
01001-02056,2025,5,2.0,2,48.94,105779.0,OSRAM,2.0,0.0,0.0,2025-05-01
01001-02056,2025,12,1.0,1,16.98,102096.0,OSRAM,2.0,0.0,0.0,2025-12-01
01001-02057,2025,8,2.0,1,35.0,156639.0,SIN MARCA,4.0,0.0,0.0,2025-08-01
01001-02057,2025,12,1.0,1,48.94,116359.0,SIN MARCA,4.0,0.0,0.0,2025-12-01
01001-02058,2024,7,1.0,1,65.0,51734.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-02059,2024,8,1.0,1,45.0,56510.0,OSRAM,4.0,0.0,0.0,2024-08-01
01001-02059,2024,9,2.0,2,45.0,98551.0,OSRAM,4.0,0.0,0.0,2024-09-01
01001-02059,2025,4,2.0,2,45.0,13285.0,OSRAM,4.0,0.0,0.0,2025-04-01
01001-02059,2025,5,1.0,1,45.0,143357.0,OSRAM,4.0,0.0,0.0,2025-05-01
01001-02059,2025,8,2.0,2,45.0,100215.0,OSRAM,4.0,0.0,0.0,2025-08-01
01001-02059,2026,5,2.0,1,38.14,77123.0,OSRAM,4.0,0.0,0.0,2026-05-01
01001-02061,2024,10,2.0,1,8.47,119788.0,SIN MARCA,20.0,0.0,0.0,2024-10-01
01001-02061,2025,5,3.0,2,2.5,125808.0,SIN MARCA,20.0,0.0,0.0,2025-05-01
01001-02061,2025,6,2.0,1,2.5,116651.0,SIN MARCA,20.0,0.0,0.0,2025-06-01
01001-02061,2025,7,1.0,1,2.5,99857.0,SIN MARCA,20.0,0.0,0.0,2025-07-01
01001-02062,2024,10,1.0,1,80.51,42187.0,SIN MARCA,0.0,0.0,0.0,2024-10-01
01001-02063,2025,12,1.0,1,59.32,116359.0,OSRAM,0.0,0.0,0.0,2025-12-01
01001-02065,2025,6,1.0,1,331.25,73143.0,PHILIPS BMW 316 2014,0.0,0.0,0.0,2025-06-01
01001-02065,2026,2,1.0,1,440.68,130464.0,PHILIPS BMW 316 2014,0.0,0.0,0.0,2026-02-01
01001-02065,2026,5,1.0,1,440.68,131368.0,PHILIPS BMW 316 2014,0.0,0.0,0.0,2026-05-01
01001-02066,2025,8,1.0,1,21.19,100215.0,OSRAM (CR-V 07-11),0.0,0.0,0.0,2025-08-01
01001-02067,2026,5,1.0,1,25.42,29385.0,TOSHIBA HONDA CR-V,0.0,0.0,0.0,2026-05-01
01001-02070,2026,4,1.0,1,450.22,74614.0,OSRAM,0.0,0.0,0.0,2026-04-01
01001-02501,2024,3,1.0,1,209.75,102870.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-02503,2024,4,1.0,1,531.35,70054.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-02504,2024,5,2.0,2,620.0,73772.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-02505,2024,5,1.0,1,198.0,73772.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-02506,2024,5,2.0,2,218.0,65226.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-02507,2024,8,1.0,1,190.0,138480.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-02508,2024,8,1.0,1,210.0,138480.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-02510,2024,7,1.0,1,285.0,32542.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-02511,2024,7,1.0,1,1247.38,98096.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-02512,2024,7,1.0,1,280.0,20973.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-02513,2024,8,1.0,1,167.81,1.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-02514,2024,8,4.0,1,280.0,98096.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-02515,2024,8,1.0,1,120.0,66515.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-02516,2024,9,2.0,2,1570.5700000000002,55851.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-03001,2024,2,1.0,1,65.0,94572.0,SIN MARCA,0.0,0.0,0.0,2024-02-01
01001-03001,2024,9,1.0,1,70.0,92038.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-03002,2024,2,2.0,2,85.0,94572.0,SIN MARCA,0.0,0.0,0.0,2024-02-01
01001-03003,2024,2,1.0,1,99.0,94572.0,SIN MARCA,0.0,0.0,0.0,2024-02-01
01001-03004,2024,2,1.0,1,36.0,94572.0,SIN MARCA,1.0,0.0,0.0,2024-02-01
01001-03005,2024,8,1.0,1,45.0,129469.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-03006,2024,2,1.0,1,320.0,70706.0,SIN MARCA,0.0,0.0,0.0,2024-02-01
01001-03007,2024,2,3.0,3,4.5,116449.33333333333,SIN MARCA,2.0,0.0,0.0,2024-02-01
01001-03007,2024,3,17.0,17,4.579411764705882,59612.23529411765,SIN MARCA,2.0,0.0,0.0,2024-03-01
01001-03007,2024,4,21.0,21,4.5,94229.38095238095,SIN MARCA,2.0,0.0,0.0,2024-04-01
01001-03007,2024,5,9.0,9,4.5,89954.77777777778,SIN MARCA,2.0,0.0,0.0,2024-05-01
01001-03007,2024,6,10.0,10,4.5,88772.9,SIN MARCA,2.0,0.0,0.0,2024-06-01
01001-03007,2024,7,13.0,13,4.884615384615385,72497.76923076923,SIN MARCA,2.0,0.0,0.0,2024-07-01
01001-03007,2024,8,18.0,18,5.222222222222222,72603.11111111111,SIN MARCA,2.0,0.0,0.0,2024-08-01
01001-03007,2024,9,23.0,23,5.5,81180.13043478261,SIN MARCA,2.0,0.0,0.0,2024-09-01
01001-03007,2024,10,9.0,9,5.5,96609.55555555556,SIN MARCA,2.0,0.0,0.0,2024-10-01
01001-03007,2024,11,21.0,21,5.5,75479.38095238095,SIN MARCA,2.0,0.0,0.0,2024-11-01
01001-03007,2024,12,19.0,19,5.5,86991.57894736843,SIN MARCA,2.0,0.0,0.0,2024-12-01
01001-03007,2025,1,22.0,22,5.491363636363636,87383.04545454546,SIN MARCA,2.0,0.0,0.0,2025-01-01
01001-03007,2025,2,18.0,18,5.5,78078.77777777778,SIN MARCA,2.0,0.0,0.0,2025-02-01
01001-03007,2025,3,22.0,22,5.340909090909091,95770.0,SIN MARCA,2.0,0.0,0.0,2025-03-01
01001-03007,2025,4,24.0,24,5.5,73768.58333333333,SIN MARCA,2.0,0.0,0.0,2025-04-01
01001-03007,2025,5,22.0,22,5.5,89615.40909090909,SIN MARCA,2.0,0.0,0.0,2025-05-01
01001-03007,2025,6,18.0,18,5.555,104075.94444444444,SIN MARCA,2.0,0.0,0.0,2025-06-01
01001-03007,2025,7,16.0,16,5.561875,101554.9375,SIN MARCA,2.0,0.0,0.0,2025-07-01
01001-03007,2025,8,15.0,15,5.5,73576.6,SIN MARCA,2.0,0.0,0.0,2025-08-01
01001-03007,2025,9,14.0,14,5.5,89701.14285714286,SIN MARCA,2.0,0.0,0.0,2025-09-01
01001-03007,2025,10,17.0,17,5.5,103152.70588235294,SIN MARCA,2.0,0.0,0.0,2025-10-01
01001-03007,2025,11,20.0,20,5.5,78316.5,SIN MARCA,2.0,0.0,0.0,2025-11-01
01001-03007,2025,12,20.0,20,5.5,82999.55,SIN MARCA,2.0,0.0,0.0,2025-12-01
01001-03007,2026,1,23.0,23,5.5,103335.95652173914,SIN MARCA,2.0,0.0,0.0,2026-01-01
01001-03007,2026,2,29.0,29,5.5,89182.31034482758,SIN MARCA,2.0,0.0,0.0,2026-02-01
01001-03007,2026,3,9.0,9,5.5,63611.333333333336,SIN MARCA,2.0,0.0,0.0,2026-03-01
01001-03007,2026,4,19.0,19,5.5,82774.94736842105,SIN MARCA,2.0,0.0,0.0,2026-04-01
01001-03007,2026,5,18.0,18,5.5,81673.94444444444,SIN MARCA,2.0,0.0,0.0,2026-05-01
01001-03008,2025,1,1.0,1,15.0,118423.0,SIN MARCA,0.0,0.0,0.0,2025-01-01
01001-03008,2026,1,4.0,4,10.0,191662.0,SIN MARCA,0.0,0.0,0.0,2026-01-01
01001-03009,2024,2,4.0,1,20.63,73427.0,SIN MARCA,0.0,0.0,0.0,2024-02-01
01001-030098,2025,1,1.0,1,90.0,99440.0,ELRING BMW X1 2014,0.0,0.0,0.0,2025-01-01
01001-03010,2024,3,4.0,2,4.49,113604.0,SIN MARCA,60.0,0.0,0.0,2024-03-01
01001-03010,2024,4,2.0,1,6.0,152232.0,SIN MARCA,60.0,0.0,0.0,2024-04-01
01001-03010,2024,7,1.0,1,5.59,1.0,SIN MARCA,60.0,0.0,0.0,2024-07-01
01001-03010,2024,8,1.0,1,5.59,129469.0,SIN MARCA,60.0,0.0,0.0,2024-08-01
01001-03010,2024,9,1.0,1,5.59,129751.0,SIN MARCA,60.0,0.0,0.0,2024-09-01
01001-03010,2025,8,2.0,1,5.59,85768.0,SIN MARCA,60.0,0.0,0.0,2025-08-01
01001-03010,2025,11,2.0,1,5.59,122362.0,SIN MARCA,60.0,0.0,0.0,2025-11-01
01001-03011,2024,2,1.0,1,520.0,120668.0,SIN MARCA,0.0,0.0,0.0,2024-02-01
01001-03011,2024,9,2.0,2,740.0,91354.5,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-03012,2024,3,1.0,1,65.0,66656.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-03012,2024,8,1.0,1,80.0,92038.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-03012,2024,9,1.0,1,65.0,98551.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-03013,2024,3,4.0,1,20.99,37206.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-03013,2024,4,4.0,1,20.99,152232.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03013,2024,5,4.0,1,24.75,112000.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03014,2024,3,3.0,3,52.333333333333336,136205.66666666666,HONDA,1.0,0.0,0.0,2024-03-01
01001-03014,2024,5,2.0,2,55.28,149279.0,HONDA,1.0,0.0,0.0,2024-05-01
01001-03014,2024,7,1.0,1,65.0,311324.0,HONDA,1.0,0.0,0.0,2024-07-01
01001-03014,2024,11,2.0,2,50.39,133428.5,HONDA,1.0,0.0,0.0,2024-11-01
01001-03014,2025,2,1.0,1,55.22,105124.0,HONDA,1.0,0.0,0.0,2025-02-01
01001-03014,2025,3,2.0,2,55.22,134943.0,HONDA,1.0,0.0,0.0,2025-03-01
01001-03014,2025,8,1.0,1,55.22,175990.0,HONDA,1.0,0.0,0.0,2025-08-01
01001-03014,2025,9,1.0,1,32.5,91601.0,HONDA,1.0,0.0,0.0,2025-09-01
01001-03014,2025,10,1.0,1,110.0,100011.0,HONDA,1.0,0.0,0.0,2025-10-01
01001-03014,2026,3,2.0,1,60.0,109732.0,HONDA,1.0,0.0,0.0,2026-03-01
01001-03015,2024,3,2.0,2,79.5,132550.0,HONDA,1.0,0.0,0.0,2024-03-01
01001-03015,2024,5,2.0,2,77.36500000000001,149279.0,HONDA,1.0,0.0,0.0,2024-05-01
01001-03015,2024,7,1.0,1,95.0,311324.0,HONDA,1.0,0.0,0.0,2024-07-01
01001-03015,2024,11,3.0,3,77.31,131692.33333333334,HONDA,1.0,0.0,0.0,2024-11-01
01001-03015,2025,2,1.0,1,82.1,105124.0,HONDA,1.0,0.0,0.0,2025-02-01
01001-03015,2025,3,1.0,1,82.1,134943.0,HONDA,1.0,0.0,0.0,2025-03-01
01001-03015,2025,8,1.0,1,82.1,175990.0,HONDA,1.0,0.0,0.0,2025-08-01
01001-03015,2025,9,1.0,1,55.25,91601.0,HONDA,1.0,0.0,0.0,2025-09-01
01001-03016,2024,3,2.0,2,22.605,132550.0,SIN MARCA,1.0,0.0,0.0,2024-03-01
01001-03016,2024,5,3.0,3,26.14,151961.33333333334,SIN MARCA,1.0,0.0,0.0,2024-05-01
01001-03016,2024,7,2.0,2,35.0,311324.0,SIN MARCA,1.0,0.0,0.0,2024-07-01
01001-03016,2024,11,1.0,1,20.21,138637.0,SIN MARCA,1.0,0.0,0.0,2024-11-01
01001-03017,2024,3,2.0,2,15.46,132550.0,SIN MARCA,1.0,0.0,0.0,2024-03-01
01001-03017,2024,5,2.0,2,25.46,149279.0,SIN MARCA,1.0,0.0,0.0,2024-05-01
01001-03017,2024,7,1.0,1,10.5,311324.0,SIN MARCA,1.0,0.0,0.0,2024-07-01
01001-03017,2024,11,1.0,1,5.92,138637.0,SIN MARCA,1.0,0.0,0.0,2024-11-01
01001-03018,2024,3,4.0,1,97.5,51515.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-03019,2024,3,4.0,1,97.5,64988.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-03020,2024,3,1.0,1,44.19,143517.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-03021,2024,3,3.0,3,34.14333333333334,128894.33333333333,CR-V 07-09  (15312-RZA-003),2.0,0.0,0.0,2024-03-01
01001-03021,2024,5,2.0,2,36.215,149279.0,CR-V 07-09  (15312-RZA-003),2.0,0.0,0.0,2024-05-01
01001-03021,2024,7,1.0,1,48.0,311324.0,CR-V 07-09  (15312-RZA-003),2.0,0.0,0.0,2024-07-01
01001-03021,2024,11,1.0,1,26.43,138637.0,CR-V 07-09  (15312-RZA-003),2.0,0.0,0.0,2024-11-01
01001-03021,2025,4,1.0,1,40.05,105124.0,CR-V 07-09  (15312-RZA-003),2.0,0.0,0.0,2025-04-01
01001-03022,2024,3,3.0,3,29.593333333333334,128894.33333333333,HONDA CR-V 07-09 (15313-RZA-003),2.0,0.0,0.0,2024-03-01
01001-03022,2024,5,2.0,2,26.39,149279.0,HONDA CR-V 07-09 (15313-RZA-003),2.0,0.0,0.0,2024-05-01
01001-03022,2024,7,1.0,1,36.0,311324.0,HONDA CR-V 07-09 (15313-RZA-003),2.0,0.0,0.0,2024-07-01
01001-03022,2024,11,1.0,1,16.78,138637.0,HONDA CR-V 07-09 (15313-RZA-003),2.0,0.0,0.0,2024-11-01
01001-03023,2024,3,1.0,1,1.5,10724.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-03024,2024,3,4.0,1,22.5,69170.0,NGK  HONDA PILOT 2012,0.0,0.0,0.0,2024-03-01
01001-03024,2024,4,4.0,1,17.49,156615.0,NGK  HONDA PILOT 2012,0.0,0.0,0.0,2024-04-01
01001-03024,2024,5,4.0,1,21.0,140165.0,NGK  HONDA PILOT 2012,0.0,0.0,0.0,2024-05-01
01001-03024,2024,8,8.0,2,26.25,84497.0,NGK  HONDA PILOT 2012,0.0,0.0,0.0,2024-08-01
01001-03024,2024,9,20.0,5,21.598,111095.4,NGK  HONDA PILOT 2012,0.0,0.0,0.0,2024-09-01
01001-03024,2024,10,4.0,1,25.42,159318.0,NGK  HONDA PILOT 2012,0.0,0.0,0.0,2024-10-01
01001-03024,2026,2,4.0,1,25.0,167216.0,NGK  HONDA PILOT 2012,0.0,0.0,0.0,2026-02-01
01001-03025,2024,3,16.0,2,126.39,79530.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-03026,2024,3,4.0,1,90.0,89883.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-03027,2024,3,4.0,1,22.5,121583.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-03027,2024,9,4.0,1,25.0,164673.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-03028,2024,3,4.0,1,87.5,51846.0,BOSCH FQ5NPP332S AUDI Q5 2015,0.0,0.0,0.0,2024-03-01
01001-03028,2024,7,4.0,1,86.25,71712.0,BOSCH FQ5NPP332S AUDI Q5 2015,0.0,0.0,0.0,2024-07-01
01001-03028,2025,1,4.0,1,101.7,58998.0,BOSCH FQ5NPP332S AUDI Q5 2015,0.0,0.0,0.0,2025-01-01
01001-03028,2025,2,1.0,1,101.7,68221.0,BOSCH FQ5NPP332S AUDI Q5 2015,0.0,0.0,0.0,2025-02-01
01001-03029,2024,3,1.0,1,115.81,121583.0,SIN MARCA,0.0,0.0,0.0,2024-03-01
01001-03031,2024,4,2.0,2,1950.0,51936.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03032,2024,4,1.0,1,45.0,51936.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03033,2024,4,1.0,1,107.66,78897.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03033,2024,9,1.0,1,127.27,98551.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-03034,2024,4,1.0,1,4368.67,78897.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03035,2024,4,1.0,1,531.35,152232.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03036,2024,4,1.0,1,62.93,152232.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03037,2024,4,1.0,1,85.0,114021.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03038,2024,4,1.0,1,90.0,114021.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03038,2024,7,1.0,1,120.0,66491.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-03039,2024,10,1.0,1,487.0,141924.0,SIN MARCA,0.0,0.0,0.0,2024-10-01
01001-03040,2024,10,1.0,1,1160.0,84793.0,SIN MARCA,0.0,0.0,0.0,2024-10-01
01001-03041,2024,10,1.0,1,2300.0,252845.0,SIN MARCA,0.0,0.0,0.0,2024-10-01
01001-03042,2024,4,4.0,1,73.43,63197.0,DENSO CR-V 2016 - 2018,0.0,0.0,0.0,2024-04-01
01001-03042,2024,8,4.0,1,90.0,70302.0,DENSO CR-V 2016 - 2018,0.0,0.0,0.0,2024-08-01
01001-03042,2024,12,4.0,1,76.3,101050.0,DENSO CR-V 2016 - 2018,0.0,0.0,0.0,2024-12-01
01001-03042,2025,1,16.0,4,72.525,79446.0,DENSO CR-V 2016 - 2018,0.0,0.0,0.0,2025-01-01
01001-03042,2025,10,4.0,1,76.3,100011.0,DENSO CR-V 2016 - 2018,0.0,0.0,0.0,2025-10-01
01001-03043,2024,4,4.0,1,24.75,63196.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03044,2024,4,1.0,1,421.11,73123.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03045,2024,4,4.0,1,193.03,53408.0,SIN MARCA,0.0,0.0,0.0,2024-04-01
01001-03046,2024,5,2.0,2,75.765,149279.0,SIN MARCA,1.0,0.0,0.0,2024-05-01
01001-03046,2024,7,1.0,1,95.0,311324.0,SIN MARCA,1.0,0.0,0.0,2024-07-01
01001-03046,2024,11,1.0,1,46.53,138637.0,SIN MARCA,1.0,0.0,0.0,2024-11-01
01001-03047,2024,5,1.0,1,55.94,164392.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03048,2024,5,4.0,1,10.49,164392.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03049,2024,5,1.0,1,265.0,53022.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03050,2024,5,1.0,1,550.0,90001.0,AUDI A4,0.0,0.0,0.0,2024-05-01
01001-03050,2026,3,1.0,1,1009.41,74155.0,AUDI A4,0.0,0.0,0.0,2026-03-01
01001-03051,2024,5,1.0,1,160.0,90001.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03052,2024,5,1.0,1,10.0,90001.0,SIN MARCA,1.0,0.0,0.0,2024-05-01
01001-03053,2024,5,1.0,1,377.54,157326.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03054,2024,5,1.0,1,307.63,157326.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03055,2024,5,1.0,1,54.53,157326.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03055,2024,7,1.0,1,95.0,311324.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-03056,2024,8,1.0,1,25.16,157326.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-03057,2024,5,1.0,1,16.78,157326.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03058,2024,5,1.0,1,41.94,157326.0,HONDA ALT. CR-V TEMDO,1.0,0.0,0.0,2024-05-01
01001-03058,2024,9,1.0,1,29.66,1.0,HONDA ALT. CR-V TEMDO,1.0,0.0,0.0,2024-09-01
01001-03058,2024,11,1.0,1,41.94,138637.0,HONDA ALT. CR-V TEMDO,1.0,0.0,0.0,2024-11-01
01001-03058,2025,8,1.0,1,80.0,175990.0,HONDA ALT. CR-V TEMDO,1.0,0.0,0.0,2025-08-01
01001-03059,2024,5,4.0,1,10.49,157326.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03060,2024,5,1.0,1,132.84,157326.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03061,2024,5,1.0,1,37.75,157326.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03061,2024,9,1.0,1,50.0,98457.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-03061,2025,3,1.0,1,37.75,134943.0,SIN MARCA,0.0,0.0,0.0,2025-03-01
01001-03061,2025,6,1.0,1,44.55,97417.0,SIN MARCA,0.0,0.0,0.0,2025-06-01
01001-03062,2024,5,4.0,1,174.42,47755.0,SIN MARCA,0.0,0.0,0.0,2024-05-01
01001-03063,2024,10,1.0,1,180.0,141924.0,SIN MARCA,0.0,0.0,0.0,2024-10-01
01001-03064,2024,8,4.0,1,24.0,138480.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-03065,2024,6,1.0,1,180.0,197467.0,SIN MARCA,0.0,0.0,0.0,2024-06-01
01001-03066,2024,9,1.0,1,207.09,129751.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-03067,2024,7,4.0,1,22.72,138199.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-03068,2024,7,1.0,1,406.0,51734.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-03068,2026,5,1.0,1,270.0,123250.0,SIN MARCA,0.0,0.0,0.0,2026-05-01
01001-03069,2024,7,1.0,1,27.97,91485.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-03069,2024,9,1.0,1,40.0,155959.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
01001-03069,2025,4,2.0,2,27.97,113444.0,SIN MARCA,0.0,0.0,0.0,2025-04-01
01001-03070,2024,7,2.0,2,656.21,56289.0,SIN MARCA,0.0,0.0,0.0,2024-07-01
01001-03071,2024,8,1.0,1,240.0,98096.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-03072,2024,8,1.0,1,180.0,98096.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-03072,2024,12,1.0,1,79.0,109749.0,SIN MARCA,0.0,0.0,0.0,2024-12-01
01001-03072,2025,5,1.0,1,92.4,143357.0,SIN MARCA,0.0,0.0,0.0,2025-05-01
01001-03073,2024,8,4.0,1,35.0,98096.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-03074,2024,8,1.0,1,320.0,98096.0,SIN MARCA,0.0,0.0,0.0,2024-08-01
01001-03075,2024,9,1.0,1,760.0,92038.0,SIN MARCA,0.0,0.0,0.0,2024-09-01
