codigo,anio,mes,demanda_total,n_ots,precio_unitario_promedio,km_promedio,marca,stock_actual,stock_minimo,stock_maximo,fecha,lag_1,lag_3,lag_6,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,mes_sin,mes_cos,km_log,km_por_mes,precio_log,sobre_stock,codigo_enc,marca_enc
01001-01501,2026,2,11.0,11,120.0,104459.0,SIN MARCA,5.0,0.0,0.0,2026-02-01,2.0,6.0,6.0,2.0,4.666666666666667,5.507570547286101,4.5,3.9370039370059056,0.8660254037844386,0.5000000000000001,11.55655950199029,5.778279750995145,4.795790545596741,1,39,1
01001-01501,2026,3,7.0,7,120.0,53730.142857142855,SIN MARCA,5.0,0.0,0.0,2026-03-01,11.0,1.0,6.0,4.0,6.666666666666667,4.509249752822894,4.666666666666667,4.033195589934446,1.0,6.123233995736766e-17,10.891748053869685,3.6305826846232283,4.795790545596741,1,39,1
01001-01501,2026,4,8.0,8,120.0,61853.875,SIN MARCA,5.0,0.0,0.0,2026-04-01,7.0,2.0,1.0,10.0,8.666666666666666,2.0816659994661326,5.833333333333333,3.7638632635454043,0.8660254037844387,-0.4999999999999998,11.032546194439664,2.758136548609916,4.795790545596741,1,39,1
01001-01502,2025,8,4.0,2,25.0,65217.5,SIN MARCA,1.0,0.0,0.0,2025-08-01,8.0,3.0,1.0,1.0,4.333333333333333,3.5118845842842465,3.6666666666666665,2.422120283277993,-0.8660254037844385,-0.5000000000000004,11.08549844999879,1.3856873062498487,3.258096538021482,1,40,1
01001-01502,2025,9,4.0,2,25.0,219958.0,SIN MARCA,1.0,0.0,0.0,2025-09-01,4.0,1.0,4.0,1.0,5.333333333333333,2.3094010767585034,3.6666666666666665,2.422120283277993,-1.0,-1.8369701987210297e-16,12.301196444330275,1.3667996049255862,3.258096538021482,1,40,1
01001-01502,2025,11,1.0,1,25.0,98803.0,SIN MARCA,1.0,0.0,0.0,2025-11-01,4.0,8.0,2.0,0.5,3.0,1.7320508075688772,3.5,2.5884358211089564,-0.5000000000000004,0.8660254037844384,11.50089336874639,1.0455357607951263,3.258096538021482,1,40,1
01001-01502,2025,12,1.0,1,25.0,110881.0,SIN MARCA,1.0,0.0,0.0,2025-12-01,1.0,4.0,3.0,1.0,2.0,1.7320508075688767,3.1666666666666665,2.7868739954771304,-2.4492935982947064e-16,1.0,11.616221851779093,0.9680184876482577,3.258096538021482,1,40,1
01001-01502,2026,1,1.0,1,25.0,109330.0,SIN MARCA,1.0,0.0,0.0,2026-01-01,1.0,4.0,1.0,2.0,1.0,0.0,3.1666666666666665,2.7868739954771304,0.49999999999999994,0.8660254037844387,11.602135257007024,11.602135257007024,3.258096538021482,1,40,1
01001-01502,2026,3,2.0,1,25.0,186736.0,SIN MARCA,1.0,0.0,0.0,2026-03-01,1.0,1.0,8.0,4.0,1.3333333333333333,0.577350269189623,2.1666666666666665,1.4719601443879742,1.0,6.123233995736766e-17,12.137456488791596,4.045818829597199,3.258096538021482,1,40,1
01001-01502,2026,5,4.0,3,28.46666666666667,162086.33333333334,SIN MARCA,1.0,0.0,0.0,2026-05-01,2.0,1.0,4.0,1.0,2.3333333333333335,1.5275252316519463,2.1666666666666665,1.4719601443879742,0.49999999999999994,-0.8660254037844387,11.995890563605409,2.399178112721082,3.3832596809754882,1,40,1
01001-02008,2025,4,6.0,4,3.5,89227.25,OSRAM 2825,34.0,0.0,0.0,2025-04-01,1.0,14.0,5.0,2.0,3.0,2.64575131106459,4.5,5.0099900199501395,0.8660254037844387,-0.4999999999999998,11.398952972463839,2.8497382431159597,1.5040773967762742,1,55,25
01001-02008,2025,5,11.0,5,3.5,132168.6,OSRAM 2825,34.0,0.0,0.0,2025-05-01,6.0,2.0,1.0,1.0,6.0,5.000000000000001,6.166666666666667,5.269408568963566,0.49999999999999994,-0.8660254037844387,11.791841225341885,2.358368245068377,1.5040773967762742,1,55,25
01001-02008,2025,6,10.0,3,3.92,132151.0,OSRAM 2825,34.0,0.0,0.0,2025-06-01,11.0,1.0,3.0,1.0,9.0,2.645751311064594,7.333333333333333,5.2025634707004444,1.2246467991473532e-16,-1.0,11.791708054234977,1.9652846757058295,1.5933085305042167,1,55,25
01001-02008,2025,7,2.0,2,3.5,99857.0,OSRAM 2825,34.0,0.0,0.0,2025-07-01,10.0,6.0,14.0,2.0,7.666666666666667,4.932882862316248,5.333333333333333,4.366539438350084,-0.4999999999999997,-0.8660254037844388,11.511504455814782,1.6445006365449688,1.5040773967762742,1,55,25
01001-02008,2025,8,2.0,1,3.5,91253.0,OSRAM 2825,34.0,0.0,0.0,2025-08-01,2.0,11.0,2.0,8.0,4.666666666666667,4.618802153517004,5.333333333333333,4.366539438350084,-0.8660254037844385,-0.5000000000000004,11.421402106100423,1.427675263262553,1.5040773967762742,1,55,25
01001-02008,2025,9,2.0,2,3.5,147475.0,OSRAM 2825,34.0,0.0,0.0,2025-09-01,2.0,10.0,1.0,8.0,2.0,0.0,5.5,4.183300132670377,-1.0,-1.8369701987210297e-16,11.901420729658593,1.322380081073177,1.5040773967762742,1,55,25
01001-02008,2025,10,2.0,1,3.5,78215.0,OSRAM 2825,34.0,0.0,0.0,2025-10-01,2.0,2.0,6.0,5.0,2.0,0.0,4.833333333333333,4.400757510550504,-0.8660254037844386,0.5000000000000001,11.267229509185507,1.1267229509185506,1.5040773967762742,1,55,25
01001-02008,2026,1,1.0,1,3.5,169879.0,OSRAM 2825,34.0,0.0,0.0,2026-01-01,2.0,2.0,11.0,1.0,1.6666666666666667,0.577350269189593,3.1666666666666665,3.3714487489307428,0.49999999999999994,0.8660254037844387,12.042847584427207,12.042847584427207,1.5040773967762742,1,55,25
01001-02008,2026,2,2.0,2,3.5,73938.5,OSRAM 2825,34.0,0.0,0.0,2026-02-01,1.0,2.0,10.0,3.0,1.6666666666666667,0.577350269189593,1.8333333333333333,0.40824829046387434,0.8660254037844386,0.5000000000000001,11.211002470228106,5.605501235114053,1.5040773967762742,1,55,25
01001-02008,2026,3,3.0,2,3.5,71236.0,OSRAM 2825,34.0,0.0,0.0,2026-03-01,2.0,2.0,2.0,14.0,2.0,0.9999999999999821,2.0,0.6324555320336828,1.0,6.123233995736766e-17,11.1737676253434,3.7245892084478,1.5040773967762742,1,55,25
01001-02008,2026,4,3.0,2,4.24,162804.0,OSRAM 2825,34.0,0.0,0.0,2026-04-01,3.0,1.0,2.0,2.0,2.6666666666666665,0.577350269189599,2.1666666666666665,0.7527726527090863,0.8660254037844387,-0.4999999999999998,12.000308444609669,3.000077111152417,1.6563214983329508,1,55,25
01001-02008,2026,5,7.0,4,4.24,61999.75,OSRAM 2825,34.0,0.0,0.0,2026-05-01,3.0,2.0,2.0,1.0,4.333333333333333,2.309401076758499,3.0,2.097617696340304,0.49999999999999994,-0.8660254037844387,11.034901760728257,2.2069803521456515,1.6563214983329508,1,55,25
01001-02010,2025,8,2.0,2,20.0,92079.0,SIN MARCA,9.0,0.0,0.0,2025-08-01,1.0,1.0,1.0,3.0,1.3333333333333333,0.5773502691896258,1.3333333333333333,0.5163977794943218,-0.8660254037844385,-0.5000000000000004,11.430413043395765,1.4288016304244706,3.044522437723423,1,57,1
01001-02010,2025,10,1.0,1,20.0,106303.0,SIN MARCA,9.0,0.0,0.0,2025-10-01,2.0,1.0,1.0,4.0,1.3333333333333333,0.5773502691896258,1.3333333333333333,0.5163977794943218,-0.8660254037844386,0.5000000000000001,11.574058192972966,1.1574058192972967,3.044522437723423,1,57,1
01001-02010,2025,12,1.0,1,20.0,95649.0,SIN MARCA,9.0,0.0,0.0,2025-12-01,1.0,1.0,2.0,2.0,1.3333333333333333,0.5773502691896258,1.1666666666666667,0.40824829046386224,-2.4492935982947064e-16,1.0,11.468450974868398,0.9557042479056999,3.044522437723423,1,57,1
01001-02010,2026,1,1.0,1,20.0,48153.0,SIN MARCA,9.0,0.0,0.0,2026-01-01,1.0,2.0,1.0,1.0,1.0,0.0,1.1666666666666667,0.40824829046386224,0.49999999999999994,0.8660254037844387,10.782159487503774,10.782159487503774,3.044522437723423,1,57,1
01001-02010,2026,5,2.0,2,20.0,77123.0,SIN MARCA,9.0,0.0,0.0,2026-05-01,1.0,1.0,1.0,4.0,1.3333333333333333,0.5773502691896258,1.3333333333333333,0.5163977794943218,0.49999999999999994,-0.8660254037844387,11.253169795159286,2.250633959031857,3.044522437723423,1,57,1
01001-02051,2025,10,2.0,1,17.0,128384.0,OSRAM,11.0,0.0,0.0,2025-10-01,3.0,2.0,2.0,1.0,2.3333333333333335,0.5773502691896268,2.6666666666666665,0.8164965809277258,-0.8660254037844386,0.5000000000000001,11.76278884098382,1.176278884098382,2.8903717578961645,1,70,28
01001-02051,2026,1,1.0,1,17.0,169879.0,OSRAM,11.0,0.0,0.0,2026-01-01,2.0,2.0,3.0,4.0,2.0,1.0000000000000009,2.3333333333333335,1.0327955589886446,0.49999999999999994,0.8660254037844387,12.042847584427207,12.042847584427207,2.8903717578961645,1,70,28
01001-02051,2026,4,3.0,3,17.0,117364.33333333331,OSRAM,11.0,0.0,0.0,2026-04-01,1.0,3.0,4.0,1.0,2.0,1.0000000000000009,2.1666666666666665,0.7527726527090812,0.8660254037844387,-0.4999999999999998,11.673046856001529,2.918261714000382,2.8903717578961645,1,70,28
01001-03007,2025,2,18.0,18,5.5,78078.77777777778,SIN MARCA,2.0,0.0,0.0,2025-02-01,22.0,21.0,18.0,3.0,19.666666666666668,2.081665999466132,18.666666666666668,5.085928299402841,0.8660254037844386,0.5000000000000001,11.265486374999135,5.6327431874995675,1.8718021769015913,1,106,1
01001-03007,2025,3,22.0,22,5.340909090909091,95770.0,SIN MARCA,2.0,0.0,0.0,2025-03-01,18.0,19.0,23.0,17.0,20.666666666666668,2.309401076758502,18.5,4.929503017546496,1.0,6.123233995736766e-17,11.46971520414435,3.82323840138145,1.8470221479031044,1,106,1
01001-03007,2025,4,24.0,24,5.5,73768.58333333333,SIN MARCA,2.0,0.0,0.0,2025-04-01,22.0,22.0,9.0,21.0,21.333333333333332,3.055050463303893,21.0,2.1908902300206674,0.8660254037844387,-0.4999999999999998,11.208701775676595,2.8021754439191486,1.8718021769015913,1,106,1
01001-03007,2025,5,22.0,22,5.5,89615.40909090909,SIN MARCA,2.0,0.0,0.0,2025-05-01,24.0,18.0,21.0,9.0,22.666666666666668,1.1547005383792526,21.166666666666668,2.2286019533929067,0.49999999999999994,-0.8660254037844387,11.403293719370781,2.2806587438741563,1.8718021769015913,1,106,1
01001-03007,2025,6,18.0,18,5.555,104075.94444444444,SIN MARCA,2.0,0.0,0.0,2025-06-01,22.0,22.0,19.0,10.0,21.333333333333332,3.055050463303893,21.0,2.4494897427831805,1.2246467991473532e-16,-1.0,11.552885754996451,1.925480959166075,1.8802281172156632,1,106,1
01001-03007,2025,7,16.0,16,5.561875,101554.9375,SIN MARCA,2.0,0.0,0.0,2025-07-01,18.0,24.0,22.0,13.0,18.666666666666668,3.055050463303893,20.0,3.0983866769659354,-0.4999999999999997,-0.8660254037844388,11.528365034033914,1.6469092905762734,1.8812763852870686,1,106,1
01001-03007,2025,8,15.0,15,5.5,73576.6,SIN MARCA,2.0,0.0,0.0,2025-08-01,16.0,22.0,18.0,18.0,16.333333333333332,1.5275252316519468,19.5,3.6742346141747686,-0.8660254037844385,-0.5000000000000004,11.206095910567681,1.4007619888209601,1.8718021769015913,1,106,1
01001-03007,2025,9,14.0,14,5.5,89701.14285714286,SIN MARCA,2.0,0.0,0.0,2025-09-01,15.0,18.0,22.0,23.0,15.0,0.9999999999999978,18.166666666666668,4.020779360604941,-1.0,-1.8369701987210297e-16,11.40424993691587,1.267138881879541,1.8718021769015913,1,106,1
01001-03007,2025,10,17.0,17,5.5,103152.70588235294,SIN MARCA,2.0,0.0,0.0,2025-10-01,14.0,16.0,24.0,9.0,15.333333333333334,1.5275252316519465,17.0,2.8284271247461925,-0.8660254037844386,0.5000000000000001,11.543975444973306,1.1543975444973307,1.8718021769015913,1,106,1
01001-03007,2025,11,20.0,20,5.5,78316.5,SIN MARCA,2.0,0.0,0.0,2025-11-01,17.0,15.0,22.0,21.0,17.0,3.000000000000002,16.666666666666668,2.16024689946929,-0.5000000000000004,0.8660254037844384,11.268526356368064,1.0244114869425511,1.8718021769015913,1,106,1
01001-03007,2025,12,20.0,20,5.5,82999.55,SIN MARCA,2.0,0.0,0.0,2025-12-01,20.0,14.0,18.0,19.0,19.0,1.7320508075688885,17.0,2.529822128134706,-2.4492935982947064e-16,1.0,11.326602513262804,0.9438835427719003,1.8718021769015913,1,106,1
01001-03007,2026,1,23.0,23,5.5,103335.95652173914,SIN MARCA,2.0,0.0,0.0,2026-01-01,20.0,17.0,16.0,22.0,21.0,1.7320508075688958,18.166666666666668,3.430257521916785,0.49999999999999994,0.8660254037844387,11.545750350292128,11.545750350292128,1.8718021769015913,1,106,1
01001-03007,2026,2,29.0,29,5.5,89182.31034482758,SIN MARCA,2.0,0.0,0.0,2026-02-01,23.0,20.0,15.0,18.0,24.0,4.582575694955851,20.5,5.167204273105528,0.8660254037844386,0.5000000000000001,11.39844919730447,5.699224598652235,1.8718021769015913,1,106,1
01001-03007,2026,3,9.0,9,5.5,63611.333333333336,SIN MARCA,2.0,0.0,0.0,2026-03-01,29.0,20.0,14.0,22.0,20.333333333333332,10.263202878893772,19.666666666666668,6.6231915770772245,1.0,6.123233995736766e-17,11.060562650863526,3.6868542169545084,1.8718021769015913,1,106,1
01001-03007,2026,4,19.0,19,5.5,82774.94736842105,SIN MARCA,2.0,0.0,0.0,2026-04-01,9.0,23.0,17.0,24.0,19.0,10.000000000000002,20.0,6.511528238439885,0.8660254037844387,-0.4999999999999998,11.323892807453197,2.830973201863299,1.8718021769015913,1,106,1
01001-03007,2026,5,18.0,18,5.5,81673.94444444444,SIN MARCA,2.0,0.0,0.0,2026-05-01,19.0,29.0,20.0,22.0,15.333333333333334,5.5075705472861,19.666666666666668,6.562519841239849,0.49999999999999994,-0.8660254037844387,11.31050255626634,2.262100511253268,1.8718021769015913,1,106,1
01001-04007,2025,11,2.0,1,3.55,98803.0,SIN MARCA,9.0,0.0,0.0,2025-11-01,4.0,2.0,4.0,2.0,4.666666666666667,3.055050463303893,3.6666666666666665,2.3380903889000244,-0.5000000000000004,0.8660254037844384,11.50089336874639,1.0455357607951263,1.5151272329628591,1,235,1
01001-04007,2025,12,1.0,1,3.55,110881.0,SIN MARCA,9.0,0.0,0.0,2025-12-01,2.0,8.0,2.0,2.0,2.3333333333333335,1.5275252316519463,3.5,2.5099800796022267,-2.4492935982947064e-16,1.0,11.616221851779093,0.9680184876482577,1.5151272329628591,1,235,1
01001-04007,2026,1,4.0,2,3.55,109330.0,SIN MARCA,9.0,0.0,0.0,2026-01-01,1.0,4.0,4.0,2.0,2.3333333333333335,1.5275252316519463,3.5,2.5099800796022267,0.49999999999999994,0.8660254037844387,11.602135257007024,11.602135257007024,1.5151272329628591,1,235,1
01001-04007,2026,5,2.0,1,4.5,39189.0,SIN MARCA,9.0,0.0,0.0,2026-05-01,4.0,2.0,2.0,5.0,2.3333333333333335,1.5275252316519463,3.5,2.5099800796022267,0.49999999999999994,-0.8660254037844387,10.576176891193677,2.1152353782387356,1.7047480922384253,1,235,1
01001-04008,2025,11,2.0,1,6.85,98803.0,SIN MARCA,8.0,0.0,0.0,2025-11-01,4.0,2.0,4.0,2.0,4.666666666666667,3.0550504633038935,3.8333333333333335,2.401388487243717,-0.5000000000000004,0.8660254037844384,11.50089336874639,1.0455357607951263,2.060513531794317,1,236,1
01001-04008,2025,12,1.0,1,6.85,110881.0,SIN MARCA,8.0,0.0,0.0,2025-12-01,2.0,8.0,2.0,6.0,2.3333333333333335,1.5275252316519474,3.6666666666666665,2.581988897471611,-2.4492935982947064e-16,1.0,11.616221851779093,0.9680184876482577,2.060513531794317,1,236,1
01001-04008,2026,1,4.0,2,6.85,109330.0,SIN MARCA,8.0,0.0,0.0,2026-01-01,1.0,4.0,5.0,1.0,2.3333333333333335,1.5275252316519474,3.5,2.5099800796022267,0.49999999999999994,0.8660254037844387,11.602135257007024,11.602135257007024,2.060513531794317,1,236,1
01001-04008,2026,5,2.0,1,8.5,39189.0,SIN MARCA,8.0,0.0,0.0,2026-05-01,4.0,2.0,2.0,3.0,2.3333333333333335,1.5275252316519474,3.5,2.5099800796022267,0.49999999999999994,-0.8660254037844387,10.576176891193677,2.1152353782387356,2.2512917986064953,1,236,1
01001-06003,2026,1,2.0,2,75.0,52372.5,SIN MARCA,0.0,0.0,0.0,2026-01-01,3.0,2.0,6.0,1.0,2.3333333333333335,0.5773502691896264,2.0,0.6324555320336726,0.49999999999999994,0.8660254037844387,10.866156017196179,10.866156017196179,4.330733340286331,0,335,1
01001-06003,2026,2,1.0,1,85.0,65401.0,SIN MARCA,0.0,0.0,0.0,2026-02-01,2.0,2.0,2.0,2.0,2.0,1.0000000000000002,1.8333333333333333,0.7527726527090779,0.8660254037844386,0.5000000000000001,11.088308118017455,5.5441540590087275,4.454347296253507,0,335,1
01001-06003,2026,4,1.0,1,85.0,95283.0,SIN MARCA,0.0,0.0,0.0,2026-04-01,1.0,3.0,1.0,9.0,1.3333333333333333,0.5773502691896263,1.8333333333333333,0.7527726527090779,0.8660254037844387,-0.4999999999999998,11.46461718467611,2.8661542961690274,4.454347296253507,0,335,1
01001-06027,2025,6,11.0,11,65.0,90186.45454545454,HONDA,0.0,0.0,0.0,2025-06-01,7.0,4.0,4.0,1.0,8.666666666666666,2.0816659994661335,7.333333333333333,2.2509257354845493,1.2246467991473532e-16,-1.0,11.409645611515595,1.9016076019192658,4.189654742026425,0,359,3
01001-06027,2025,7,12.0,12,65.0,100465.16666666669,HONDA,0.0,0.0,0.0,2025-07-01,11.0,8.0,7.0,1.0,10.0,2.645751311064591,8.166666666666666,2.9268868558020236,-0.4999999999999997,-0.8660254037844388,11.51757629971899,1.6453680428169986,4.189654742026425,0,359,3
01001-06027,2025,8,4.0,4,79.25,49572.0,HONDA,0.0,0.0,0.0,2025-08-01,12.0,7.0,7.0,1.0,9.0,4.358898943540674,7.666666666666667,3.386246693120077,-0.8660254037844385,-0.5000000000000004,10.811201609659424,1.351400201207428,4.385146762010125,0,359,3
01001-06027,2025,9,3.0,3,65.0,173777.0,HONDA,0.0,0.0,0.0,2025-09-01,4.0,11.0,4.0,4.0,6.333333333333333,4.932882862316248,7.5,3.61939221417077,-1.0,-1.8369701987210297e-16,12.065533901522734,1.3406148779469704,4.189654742026425,0,359,3
01001-06027,2025,10,6.0,6,65.0,97728.5,HONDA,0.0,0.0,0.0,2025-10-01,3.0,12.0,8.0,2.0,4.333333333333333,1.5275252316519468,7.166666666666667,3.6560452221856687,-0.8660254037844386,0.5000000000000001,11.4899587371835,1.1489958737183499,4.189654742026425,0,359,3
01001-06027,2025,11,5.0,5,65.0,86421.2,HONDA,0.0,0.0,0.0,2025-11-01,6.0,4.0,7.0,2.0,4.666666666666667,1.5275252316519468,6.833333333333333,3.7638632635454043,-0.5000000000000004,0.8660254037844384,11.366999866232021,1.033363624202911,4.189654742026425,0,359,3
01001-06027,2025,12,8.0,8,65.0,75908.0,HONDA,0.0,0.0,0.0,2025-12-01,5.0,3.0,11.0,4.0,6.333333333333333,1.5275252316519468,6.333333333333333,3.2659863237109032,-2.4492935982947064e-16,1.0,11.237290533429114,0.9364408777857595,4.189654742026425,0,359,3
01001-06027,2026,1,6.0,6,65.0,118428.0,HONDA,0.0,0.0,0.0,2026-01-01,8.0,6.0,12.0,7.0,6.333333333333333,1.5275252316519468,5.333333333333333,1.7511900715418263,0.49999999999999994,0.8660254037844387,11.682068903873423,11.682068903873423,4.189654742026425,0,359,3
01001-06027,2026,2,16.0,16,65.625,84659.0,HONDA,0.0,0.0,0.0,2026-02-01,6.0,5.0,4.0,7.0,10.0,5.291502622129181,7.333333333333333,4.546060565661951,0.8660254037844386,0.5000000000000001,11.346398514074915,5.673199257037457,4.199079882486009,0,359,3
01001-06027,2026,3,4.0,4,65.0,64881.5,HONDA,0.0,0.0,0.0,2026-03-01,16.0,8.0,3.0,4.0,8.666666666666666,6.429100507328636,7.5,4.37035467668243,1.0,6.123233995736766e-17,11.08033322072264,3.6934444069075467,4.189654742026425,0,359,3
01001-06027,2026,4,7.0,7,65.0,87223.71428571429,HONDA,0.0,0.0,0.0,2026-04-01,4.0,6.0,6.0,8.0,9.0,6.244997998398398,7.666666666666667,4.320493798938571,0.8660254037844387,-0.4999999999999998,11.376242990448741,2.8440607476121853,4.189654742026425,0,359,3
01001-06027,2026,5,9.0,9,61.66666666666666,79564.44444444444,HONDA,0.0,0.0,0.0,2026-05-01,7.0,16.0,5.0,7.0,6.666666666666667,2.516611478423583,8.333333333333334,4.131182235954576,0.49999999999999994,-0.8660254037844387,11.284335162557728,2.2568670325115456,4.137829674161839,0,359,3
01001-06028,2025,5,12.0,12,72.08333333333333,89474.25,CR-V,0.0,0.0,0.0,2025-05-01,8.0,7.0,3.0,1.0,8.0,4.0,6.5,3.2710854467592263,0.49999999999999994,-0.8660254037844387,11.40171732970688,2.280343465941376,4.291600342584183,0,360,74
01001-06028,2025,6,9.0,9,75.0,89322.11111111111,CR-V,0.0,0.0,0.0,2025-06-01,12.0,4.0,3.0,1.0,9.666666666666666,2.0816659994661326,7.5,2.880972058177588,1.2246467991473532e-16,-1.0,11.40001553641682,1.9000025894028034,4.330733340286331,0,360,74
01001-06028,2025,7,9.0,9,75.0,103377.33333333331,CR-V,0.0,0.0,0.0,2025-07-01,9.0,8.0,5.0,1.0,10.0,1.7320508075688774,8.166666666666666,2.6394443859772223,-0.4999999999999997,-0.8660254037844388,11.546150676868606,1.6494500966955152,4.330733340286331,0,360,74
01001-06028,2025,8,5.0,5,97.0,43591.6,CR-V,0.0,0.0,0.0,2025-08-01,9.0,12.0,7.0,1.0,7.666666666666667,2.3094010767585034,7.833333333333333,2.9268868558020267,-0.8660254037844385,-0.5000000000000004,10.682642690161604,1.3353303362702005,4.584967478670572,0,360,74
01001-06028,2025,9,3.0,3,75.0,173777.0,CR-V,0.0,0.0,0.0,2025-09-01,5.0,9.0,4.0,5.0,5.666666666666667,3.0550504633038935,7.666666666666667,3.2041639575194454,-1.0,-1.8369701987210297e-16,12.065533901522734,1.3406148779469704,4.330733340286331,0,360,74
01001-06028,2025,10,6.0,6,75.0,98569.16666666669,CR-V,0.0,0.0,0.0,2025-10-01,3.0,9.0,8.0,2.0,4.666666666666667,1.5275252316519476,7.333333333333333,3.265986323710905,-0.8660254037844386,0.5000000000000001,11.498523925503816,1.1498523925503816,4.330733340286331,0,360,74
01001-06028,2025,11,4.0,4,75.0,90441.5,CR-V,0.0,0.0,0.0,2025-11-01,6.0,5.0,12.0,3.0,4.333333333333333,1.5275252316519476,6.0,2.5298221281347035,-0.5000000000000004,0.8660254037844384,11.412469568645857,1.0374972335132597,4.330733340286331,0,360,74
01001-06028,2025,12,7.0,7,75.0,65077.28571428572,CR-V,0.0,0.0,0.0,2025-12-01,4.0,3.0,9.0,3.0,5.666666666666667,1.5275252316519476,5.666666666666667,2.1602468994692865,-2.4492935982947064e-16,1.0,11.083346219779612,0.9236121849816343,4.330733340286331,0,360,74
01001-06028,2026,1,7.0,7,75.0,116261.85714285714,CR-V,0.0,0.0,0.0,2026-01-01,7.0,6.0,9.0,5.0,6.0,1.7320508075688783,5.333333333333333,1.632993161855451,0.49999999999999994,0.8660254037844387,11.663608916412317,11.663608916412317,4.330733340286331,0,360,74
01001-06028,2026,2,19.0,19,70.78947368421052,94065.1052631579,CR-V,0.0,0.0,0.0,2026-02-01,7.0,4.0,5.0,7.0,11.0,6.928203230275509,7.666666666666667,5.785038173311104,0.8660254037844386,0.5000000000000001,11.451753061569905,5.725876530784952,4.273737859236967,0,360,74
01001-06028,2026,3,4.0,4,75.0,64881.5,CR-V,0.0,0.0,0.0,2026-03-01,19.0,7.0,3.0,4.0,10.0,7.937253933193772,7.833333333333333,5.636192568273965,1.0,6.123233995736766e-17,11.08033322072264,3.6934444069075467,4.330733340286331,0,360,74
01001-06028,2026,4,8.0,8,75.0,86390.5,CR-V,0.0,0.0,0.0,2026-04-01,4.0,7.0,6.0,8.0,10.333333333333334,7.767453465154029,8.166666666666666,5.564770136013407,0.8660254037844387,-0.4999999999999998,11.366644570322924,2.841661142580731,4.330733340286331,0,360,74
01001-06028,2026,5,11.0,11,72.27272727272727,72813.90909090909,CR-V,0.0,0.0,0.0,2026-05-01,8.0,19.0,4.0,12.0,7.666666666666667,3.511884584284247,9.333333333333334,5.240865068542281,0.49999999999999994,-0.8660254037844387,11.195676008421897,2.2391352016843795,4.294188469708257,0,360,74
01001-06072,2026,2,1.0,1,50.0,65401.0,SIN MARCA,0.0,0.0,0.0,2026-02-01,1.0,2.0,6.0,1.0,1.0,0.0,1.5,0.8366600265340786,0.8660254037844386,0.5000000000000001,11.088308118017455,5.5441540590087275,3.9318256327243257,0,404,1
01001-06072,2026,4,1.0,1,45.0,95283.0,SIN MARCA,0.0,0.0,0.0,2026-04-01,1.0,1.0,3.0,2.0,1.0,0.0,1.1666666666666667,0.4082482904638701,0.8660254037844387,-0.4999999999999998,11.46461718467611,2.8661542961690274,3.828641396489095,0,404,1
01001-06086,2025,8,7.0,7,46.42857142857143,96394.71428571428,SAKURA C-1011,3.0,0.0,0.0,2025-08-01,12.0,9.0,6.0,1.0,10.0,2.6457513110645867,10.333333333333334,2.160246899469285,-0.8660254037844385,-0.5000000000000004,11.476217021993296,1.434527127749162,3.859224819861175,1,418,87
01001-06086,2025,9,9.0,9,46.580000000000005,107713.11111111112,SAKURA C-1011,3.0,0.0,0.0,2025-09-01,7.0,11.0,10.0,10.0,9.333333333333334,2.5166114784235805,10.166666666666666,2.2286019533929022,-1.0,-1.8369701987210297e-16,11.587235876949087,1.287470652994343,3.8624125048748117,1,418,87
01001-06086,2025,10,6.0,6,45.0,97428.83333333331,SAKURA C-1011,3.0,0.0,0.0,2025-10-01,9.0,12.0,13.0,3.0,7.333333333333333,1.5275252316519465,9.0,2.280350850198275,-0.8660254037844386,0.5000000000000001,11.48688773978807,1.148688773978807,3.828641396489095,1,418,87
01001-06086,2025,11,13.0,13,45.0,90844.46153846152,SAKURA C-1011,3.0,0.0,0.0,2025-11-01,6.0,7.0,9.0,1.0,9.333333333333334,3.511884584284244,9.666666666666666,2.8047578623950162,-0.5000000000000004,0.8660254037844384,11.416915117028468,1.0379013742753154,3.828641396489095,1,418,87
01001-06086,2025,12,12.0,12,45.0,76908.5,SAKURA C-1011,3.0,0.0,0.0,2025-12-01,13.0,9.0,11.0,6.0,10.333333333333334,3.7859388972001793,9.833333333333334,2.926886855802024,-2.4492935982947064e-16,1.0,11.250384684924779,0.9375320570770649,3.828641396489095,1,418,87
01001-06086,2026,1,14.0,14,45.0,104957.42857142857,SAKURA C-1011,3.0,0.0,0.0,2026-01-01,12.0,6.0,12.0,6.0,13.0,0.9999999999999798,10.166666666666666,3.31159578853861,0.49999999999999994,0.8660254037844387,11.561319632375943,11.561319632375943,3.828641396489095,1,418,87
01001-06086,2026,2,18.0,18,44.16666666666666,94663.0,SAKURA C-1011,3.0,0.0,0.0,2026-02-01,14.0,13.0,7.0,6.0,14.666666666666666,3.0550504633038846,12.0,4.147288270665543,0.8660254037844386,0.5000000000000001,11.458089059064395,5.729044529532198,3.8103593516516456,1,418,87
01001-06086,2026,3,6.0,6,45.5,68788.66666666667,SAKURA C-1011,3.0,0.0,0.0,2026-03-01,18.0,12.0,9.0,10.0,12.666666666666666,6.1101009266077835,11.5,4.722287581247037,1.0,6.123233995736766e-17,11.138808818842767,3.712936272947589,3.8394523125933104,1,418,87
